measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2015,4458.773067124967,5956.248612193366,3146.9876348236585
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2015,0.1173651309652389,0.1530619458805462,0.0830774075649727
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2015,25.61165926685,34.21331556184,18.07662641868
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2016,4100.990941956773,5566.0374782149065,2858.4584624494287
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2016,0.1171573553885992,0.1554655734892647,0.083322285854915
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2016,23.94412826724,32.49797846544,16.689453120030002
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2017,3795.8266457738778,5208.280275727226,2591.606786435462
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2017,0.1169519911606818,0.1566816073303011,0.0831277909377135
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2017,22.5514502325,30.943002511910002,15.39703914866
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2018,3534.218849107864,4777.685235077678,2420.623569640361
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2018,0.1176836698337491,0.1570396145133807,0.0832679522438482
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2018,21.38483212453,28.908791746660004,14.646695884860002
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2019,3268.586408124248,4479.556756410006,2265.567058841504
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2019,0.117506301730967,0.1568101408341744,0.0832770023987186
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2019,20.15689737113,27.624775524580002,13.971422808029999
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2020,2871.641272725451,3858.790231756053,1974.339641260183
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2020,0.1108184971258676,0.1484039397813196,0.0775974122009568
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2020,18.05861316579,24.26640149836,12.415839045790001
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2021,2560.38003543745,3467.2475835467194,1738.584155082278
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2021,0.104814719225451,0.1412117260709601,0.0719788043125072
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2021,16.42925577617,22.248375866470003,11.156017222800001
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2022,2435.6264701277123,3489.877659645,1607.779036430466
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2022,0.1078624244715968,0.1478881062683566,0.0743748195460601
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2022,15.95453948303,22.860398174620002,10.53173564638
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2023,2310.6428391252207,3341.8949329535967,1506.0964683723955
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2023,0.1091626687336809,0.1486971510660975,0.0745551140926056
1,Deaths,4841,Andhra Pradesh,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2023,15.45934542027,22.3589328701,10.07653158098
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2015,32229.048054680603,37579.27850842627,25920.61386597565
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2015,0.1859034809184768,0.2148100445006707,0.1538768969029281
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2015,161.54713202516,188.36500092436,129.92629578372
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2016,33724.76449100727,39522.70027719608,27603.475754013383
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2016,0.1884454026997855,0.2188364546438608,0.1566423871043817
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2016,165.15176636548,193.54453206197002,135.17552597936
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2017,34935.53817281331,41088.075626716,28501.99875171469
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2017,0.1902693148545383,0.2211706568994007,0.1584976875406908
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2017,167.2255117363,196.67578724419,136.43016756135
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2018,35860.03117222517,41773.25087988412,29236.824002003123
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2018,0.1928663874482444,0.2229849696570487,0.1601907233448714
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2018,167.88101693867,195.56413113162,136.87405127842
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2019,35555.89755502201,41336.92058969649,29109.04501063998
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2019,0.1925741928631796,0.2238138503606635,0.1606382615418658
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2019,162.90009723584998,189.38597663219,133.36370584761
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2020,33363.15913494438,38846.14700406621,27290.550321455023
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2020,0.1755507905505062,0.2041615365321415,0.1466759178269808
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2020,149.72172774629001,174.32738375315,122.47006732032
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2021,32053.87079852293,37796.838085495394,26394.247920598504
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2021,0.1419454127226904,0.1664320677475716,0.1173027475810854
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2021,141.160771298,166.4519973363,116.23658239971
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2022,34630.913269943056,41525.8046015017,27670.957947167284
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2022,0.1737679230649404,0.2060184038189045,0.1428592962074602
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2022,149.72466029492,179.53430621275,119.63371414379
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2023,37201.03550296733,46168.531562076096,30160.593108096888
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2023,0.1866578804504894,0.2227996089001767,0.157621427294814
1,Deaths,4843,Assam,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2023,157.79458794026002,195.83176422774,127.93134108179
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2015,6164.040692589534,7824.227633686757,4456.172685264958
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2015,0.1776236406315631,0.2232724357208642,0.1317422002808455
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2015,43.86519202384,55.67958822896,31.711482820929998
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2016,5722.268954567823,7423.439992340927,4131.313617543841
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2016,0.1789367201798315,0.2245034838883536,0.1331095926618208
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2016,40.46140959111,52.490165787360006,29.21197408858
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2017,5313.436433407095,6906.5187837292615,3846.283909055088
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2017,0.179719163039135,0.2256783270701267,0.1342010100218739
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2017,37.372907526999995,48.578107797609995,27.0534548888
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2018,4970.555369376837,6379.413907607585,3692.8617105825097
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2018,0.1800619922053283,0.2232266761718366,0.1342717451751677
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2018,34.81924838082,44.68844643429,25.86887371359
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2019,4599.012062069797,5864.586867305621,3413.777807482683
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2019,0.1787164082579684,0.2207194037558951,0.1323058293917225
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2019,32.128115880050004,40.9692612062,23.84821946698
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2020,4050.6979516478473,5162.904913749821,3093.614117368718
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2020,0.1676074840832487,0.2079188613710379,0.1284989487591067
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2020,28.26635258221,36.02749264015,21.587684008689997
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2021,3580.9788096812085,4535.931262834948,2726.33250242598
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2021,0.1561761905002764,0.1946145623772024,0.1183619464253411
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2021,25.00763320086,31.67650837213,19.03924229318
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2022,3538.6329319995834,4639.897782234269,2571.3371432331865
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2022,0.1608517372400814,0.2055461945214194,0.1206160162425235
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2022,24.776912583069997,32.48778382895,18.00407017166
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2023,3405.2975929372537,4418.562212757178,2446.698845913279
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2023,0.1625500621261246,0.2024366155962122,0.1182239394516471
1,Deaths,4843,Assam,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2023,23.94594909533,31.07119508165,17.20511186375
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2015,15848.460299477969,19259.830605907795,12777.732279729187
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2015,0.2095036762229434,0.2514841783942027,0.1701770135798428
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2015,132.30955545766,160.78909733216,106.67383744172
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2016,16254.468993911056,19640.77919724017,13441.241754672374
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2016,0.212926563427676,0.2563540415943217,0.1742406705796661
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2016,132.87562892545,160.55774503596,109.87830192178
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2017,15683.137440731138,19066.479530715296,12834.801303734564
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2017,0.2067685022227707,0.2485089074893105,0.170386725120523
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2017,125.60088672072,152.69691697535,102.78953625992
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2018,15627.066469407937,18815.375092495997,12699.197155630216
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2018,0.2068565907201762,0.2483106510152144,0.1703584390944695
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2018,122.67743148505,147.70666607797,99.69272812813
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2019,15111.514295941031,18001.317653815175,11823.943462901269
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2019,0.1993439853141574,0.2395876451458885,0.1583660920069248
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2019,116.36159189767001,138.61363841056001,91.04665865424
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2020,17000.880629513416,20405.84664370684,13075.399946526612
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2020,0.1371544292776654,0.1645042915328547,0.1058697346879367
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2020,128.71779222935,154.49761608166,98.99702552531001
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2021,18450.49301826984,22285.74646594081,14584.104960848645
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2021,0.1342126963939818,0.1598028529197971,0.1054306865844809
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2021,137.67643451282,166.29485785823,108.82568664058
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2022,16605.668628874333,21057.94886228858,12780.379381846044
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2022,0.1884135037236084,0.2343512198915925,0.1468530967128861
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2022,121.96107638852,154.66104781311998,93.86606832279
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,1,Number,2023,17101.412278540694,21353.212701470435,13452.528391669155
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,2,Percent,2023,0.1924124062981639,0.2363773009509755,0.1539449141082548
1,Deaths,4849,Delhi,3,Both,37,20+ years,294,All causes,85,Air pollution,3,Rate,2023,123.44600060081,154.13748671989,97.10664832075
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2015,1526.0212519250697,1868.2617611666892,1189.4654641159736
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2015,0.1521172838657154,0.1808022749338049,0.1198753244227568
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2015,23.23266062686,28.4430452096,18.10882215455
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2016,1418.17300719911,1718.629934926379,1107.1339917648666
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2016,0.1533051397940632,0.1828527942694069,0.1203832471025134
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2016,21.56540715382,26.13429680672,16.83560128774
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2017,1289.1714889326954,1576.000158540436,1007.2808540196236
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2017,0.1521194089719638,0.1828219248104826,0.1211320710796922
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2017,19.59952918438,23.96024219205,15.31389009508
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2018,1176.734349019944,1422.8229789127392,922.806528686774
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2018,0.1508471994824583,0.181276602928175,0.1213920901331429
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2018,17.906558208339998,21.65132896247,14.04249721675
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2019,1070.0761951225893,1313.815854242038,822.4999787865713
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2019,0.1489343732448227,0.1808899999005616,0.1184411126511523
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2019,16.32091732203,20.03846084156,12.54485821882
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2020,924.4353967481272,1140.1215894813,700.0170667116256
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2020,0.1338168475496725,0.1631227064298256,0.1033514219317413
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2020,14.15433490202,17.45677725379,10.71819191933
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2021,816.4308959151984,1032.997799717442,643.123099612512
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2021,0.121431029526579,0.1508881194728799,0.0967035075610871
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2021,12.57055770394,15.90503068215,9.902143677889999
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2022,826.9337275944373,1095.4936599618925,613.5034712115855
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2022,0.1325566029786934,0.1663384980145471,0.102345877969854
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2022,12.82723224906,16.99308074491,9.516544371370001
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2023,782.006760241635,1003.8509492146324,578.353172283504
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2023,0.1327324659378801,0.1657553189969005,0.1004353695072325
1,Deaths,4849,Delhi,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2023,12.250843394130001,15.72623332064,9.06042568987
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2015,28447.05655458312,33491.08573852325,22221.628432685207
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2015,0.1894525728604446,0.2218241346549598,0.1486287451908854
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2015,51.58925904547,60.73669852497999,40.29933091413
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2016,27083.018801083443,32243.659689820084,20877.67354549829
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2016,0.1894191628570793,0.2215750181118126,0.1473338385439448
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2016,48.79129844547,58.08842930159,37.61208483763
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2017,25599.215264910843,30685.5014211196,19442.99539954932
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2017,0.1870961297610629,0.2199807553979967,0.1443089807354564
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2017,45.89383230761,55.01243854245,34.8570673433
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2018,23925.054416962645,28944.840063752323,17941.617370452404
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2018,0.1815852733484997,0.2130025693276719,0.1395964662880148
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2018,42.74884409805,51.71810411645,32.05774960714
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2019,21792.461550074106,26896.1427784595,16485.391718496034
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2019,0.1720294967316768,0.2050400932666198,0.1287532340328633
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2019,38.86653129403,47.968870913720004,29.40145112331
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2020,18272.909540668614,22846.94090417523,13391.390817763911
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2020,0.1491649022085186,0.1801858795586358,0.1125722530728058
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2020,32.58028006363,40.735698472029995,23.87661703864
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2021,15284.140405570051,19186.64503273289,11369.02803903026
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,2,Percent,2021,0.1271566338367746,0.156262594549412,0.0932881472068377
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,3,Rate,2021,27.287548405869998,34.25488716959,20.29770040778
1,Deaths,4844,Bihar,3,Both,158,<20 years,294,All causes,85,Air pollution,1,Number,2022,15014.859117107148,19278.36380305651,10592.175292486452
