City,Year,Month_Num,Month,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Bangalore,2022,11,November,226.58666666666667,304.32,105.55333333333333,65.53,129.28333333333333,26.866666666666667,4.632000000000001,46.483333333333334,108.69666666666667,9.17,15.642,4.916333333333333,253.2133333333333
Bangalore,2022,12,December,236.21935483870968,327.64193548387095,105.56129032258065,77.04516129032258,136.99032258064514,29.200000000000003,5.81741935483871,52.61612903225806,112.44516129032259,9.853225806451613,16.79516129032258,5.259032258064516,231.99354838709678
Bangalore,2023,1,January,284.32903225806456,295.65483870967745,94.34193548387097,72.52580645161291,110.21612903225805,25.80322580645161,6.533870967741936,50.141935483870974,113.59354838709677,10.201290322580645,16.145806451612902,4.863548387096775,257.5741935483871
Bangalore,2023,2,February,288.3464285714286,305.2857142857143,72.56785714285715,78.31785714285715,120.62857142857142,24.239285714285717,4.128571428571428,56.06428571428571,98.02499999999999,11.4625,12.206785714285715,3.648214285714286,276.1357142857143
Bangalore,2023,3,March,280.51612903225805,302.57096774193553,88.53870967741935,74.99677419354839,125.9741935483871,23.051612903225806,4.924516129032258,44.567741935483866,97.71935483870968,9.492903225806451,15.501612903225807,4.95483870967742,234.06774193548387
Bangalore,2023,4,April,230.63333333333333,323.37333333333333,110.94666666666667,86.87666666666668,127.77666666666667,25.663333333333334,5.295,57.309999999999995,126.24,8.222333333333333,16.313666666666666,4.742,229.85333333333335
Bangalore,2023,5,May,232.88064516129032,299.7645161290323,89.41612903225807,75.74516129032257,138.10645161290324,29.29032258064516,5.309677419354839,50.20322580645161,103.66774193548386,8.735483870967743,14.781935483870969,4.438064516129032,226.8741935483871
Bangalore,2023,6,June,271.95666666666665,280.86333333333334,87.68,84.81333333333333,130.34666666666666,28.56,4.668666666666667,55.45,104.99,8.618666666666666,12.969333333333333,4.089666666666667,260.67333333333335
Bangalore,2023,7,July,235.4806451612903,291.71935483870965,86.16129032258064,78.86451612903227,114.92903225806452,27.07741935483871,3.9551612903225806,40.26774193548387,93.69354838709677,11.214516129032257,14.187096774193549,4.3348387096774195,224.36774193548385
Bangalore,2023,8,August,244.93870967741935,274.2064516129032,98.65806451612903,63.5,137.49354838709678,22.59032258064516,4.791935483870968,44.82258064516129,97.90322580645162,8.962903225806452,11.194193548387096,4.990645161290323,254.1516129032258
Bangalore,2023,9,September,174.3,262.7,87.00333333333333,82.27666666666667,129.46666666666667,23.88,4.990333333333334,59.61666666666667,98.58,10.407666666666668,14.786666666666667,4.455666666666667,252.19
Bangalore,2023,10,October,260.741935483871,341.6354838709678,124.86129032258064,76.36774193548388,117.2709677419355,23.458064516129035,5.193225806451613,50.08709677419355,91.57096774193548,8.89225806451613,14.804516129032258,4.629677419354839,228.2935483870968
Bangalore,2023,11,November,278.0866666666667,275.11333333333334,109.57666666666667,70.02666666666667,140.42999999999998,29.85,5.324333333333333,48.06666666666667,110.83666666666666,10.768666666666666,15.584333333333332,4.039666666666666,286.43
Bangalore,2023,12,December,227.23548387096776,292.841935483871,99.5,73.80967741935484,98.8967741935484,26.15806451612903,4.559032258064516,52.92258064516129,107.4483870967742,9.878709677419355,16.516129032258064,5.909354838709677,276.1225806451613
Bangalore,2024,1,January,232.6258064516129,248.97096774193548,106.39032258064516,84.78387096774195,133.1225806451613,21.26774193548387,4.849354838709678,57.29677419354839,100.13225806451612,9.163225806451614,15.579354838709676,4.9716129032258065,238.18387096774194
Bangalore,2024,2,February,232.28620689655173,277.8551724137931,74.15862068965517,83.10689655172413,128.97931034482758,18.341379310344827,4.502068965517242,59.800000000000004,101.39655172413794,11.195862068965518,15.477241379310344,5.39,246.10344827586206
Bangalore,2024,3,March,259.8709677419355,241.88709677419354,94.50645161290322,80.74516129032257,130.81935483870967,25.712903225806453,5.222903225806451,56.36451612903225,120.52258064516128,9.949677419354838,15.901935483870966,4.759032258064516,209.4322580645161
Bangalore,2024,4,April,202.34,376.52666666666664,95.47333333333333,85.75,122.99333333333334,22.720000000000002,6.198666666666667,52.666666666666664,95.86999999999999,11.762666666666666,15.908,5.047333333333333,255.55333333333334
Bangalore,2024,5,May,252.57096774193548,280.99032258064517,103.31290322580645,69.07096774193548,143.11290322580646,27.46129032258065,4.149677419354839,55.358064516129026,81.96451612903226,10.134516129032258,17.815806451612904,5.367741935483871,224.98709677419356
Bangalore,2024,6,June,281.89666666666665,273.72,92.28333333333333,75.49666666666667,118.61666666666666,24.196666666666665,5.422666666666667,45.07333333333334,89.82666666666667,10.331666666666667,15.393,4.6883333333333335,267.29
Bangalore,2024,7,July,241.6709677419355,318.03225806451616,120.35161290322581,73.18064516129031,117.91935483870968,28.825806451612905,4.3751612903225805,48.02258064516129,98.01290322580645,9.342258064516129,14.41451612903226,4.409677419354838,255.49677419354836
Bangalore,2024,8,August,270.7967741935484,343.4,111.79032258064517,80.18709677419355,138.11290322580646,22.070967741935487,5.398709677419355,47.251612903225805,90.11290322580645,11.356129032258066,16.904838709677417,5.559677419354839,236.99032258064514
Bangalore,2024,9,September,218.45666666666665,286.2433333333333,94.45333333333333,70.23333333333333,137.06,21.493333333333332,4.340333333333334,52.51333333333333,80.61333333333333,9.505666666666666,14.023666666666665,5.024666666666667,253.99333333333334
Bangalore,2024,10,October,293.7096774193548,310.8451612903226,115.71612903225805,72.15483870967742,126.37096774193549,22.76774193548387,5.054516129032258,49.88709677419355,99.3225806451613,9.175806451612903,14.934193548387096,5.14483870967742,284.1645161290323
Bangalore,2024,11,November,223.03333333333333,255.85666666666665,97.62333333333332,90.94666666666667,108.91666666666667,21.703333333333333,5.309666666666667,43.876666666666665,97.45333333333333,8.776333333333334,12.709000000000001,4.874333333333333,232.46666666666667
Bangalore,2024,12,December,252.90967741935484,349.1774193548387,98.18064516129031,83.04838709677419,107.6258064516129,19.95483870967742,4.72741935483871,46.39032258064516,89.0,10.646451612903226,14.395806451612902,4.801290322580646,228.36129032258063
Chennai,2015,1,January,261.7064516129032,289.4516129032258,99.83870967741936,83.26129032258065,139.74516129032259,28.14516129032258,4.930322580645162,47.84193548387096,102.73548387096774,9.631612903225806,16.739354838709676,6.026129032258065,256.7064516129032
Chennai,2015,2,February,269.38214285714287,307.99285714285713,109.76785714285714,73.38928571428572,123.04642857142858,25.782142857142855,4.574642857142857,41.725,106.86071428571428,10.535357142857142,15.497142857142858,5.272857142857143,226.04642857142858
Chennai,2015,3,March,279.9258064516129,276.5,84.82903225806452,79.3258064516129,131.75483870967741,24.98709677419355,5.238709677419355,50.190322580645166,102.56451612903226,10.434193548387096,13.204193548387096,4.808387096774194,276.8258064516129
